Combo,Subject,Catalog,Name,CC
THEA2319,THEA,2319,"Studies:Theatre,Drama,Perform",CA
THEA2320,THEA,2320,"Studies:Theatre,Drama,Perform",CAA
THEA2321,THEA,2321,"Studies:Theatre,Drama,Perform",HD
THEA2322,THEA,2322,"Studies:Theatre,Drama,Perform",W
UHP2323,UHP,2323,The Greater Dallas Experience,LAI
UHP2324,UHP,2324,The Greater Dallas Experience,HD
UHP2325,UHP,2325,The Greater Dallas Experience,W
UHP2326,UHP,2326,Second Year Honors Seminar,LAI
UHP2327,UHP,2327,Second Year Honors Seminar,HD
UHP2328,UHP,2328,Second Year Honors Seminar,W
WGST2329,WGST,2329,Gender:Images and Perspectives,SBS
WGST2330,WGST,2330,Gender:Images and Perspectives,HD
WGST2331,WGST,2331,"Gender, Violence, and Health",SBS
WGST2332,WGST,2332,"Gender, Violence, and Health",HD
WGST2333,WGST,2333,"Gender, Violence, and Health",OC
WGST2334,WGST,2334,Intro to Transgender Studies,LAI
WGST2335,WGST,2335,Intro to Transgender Studies,HD
WGST2336,WGST,2336,Intro to Transgender Studies,W
WGST2337,WGST,2337,Feminist Theory & Spec Fiction,HD
WGST2338,WGST,2338,Feminist Theory & Spec Fiction,OC
WGST2339,WGST,2339,Human Sexuality,SBS
WGST2340,WGST,2340,Human Sexuality,HD
WL2341,WL,2341,Spanish Civilization,LAI
WL2342,WL,2342,Catholic Literature & Theology,PREI
WL2343,WL,2343,Catholic Literature & Theology,W
WL2344,WL,2344,Intro to Literary Translation,LAI
WL2345,WL,2345,Intro to Gen Linguistics,SBS
WL2346,WL,2346,French Cinema: 1945- Present,TAS
WL2347,WL,2347,French Cinema: 1945- Present,GPS
WL2348,WL,2348,French Cinema: 1945- Present,HD
WL2349,WL,2349,Food/Identity in the SW,TAS
WL2350,WL,2350,Food/Identity in the SW,HD
WL2351,WL,2351,Continental Philosophy,PREI
WL2352,WL,2352,Continental Philosophy,W
WL2353,WL,2353,"Migration, Asylum&Human Rights",LAI
WL2354,WL,2354,"Migration, Asylum&Human Rights",HD
WL2355,WL,2355,"Migration, Asylum&Human Rights",OC
WL2356,WL,2356,"Migration, Asylum&Human Rights",W
WL2357,WL,2357,Italian American Experience,LAI
WL2358,WL,2358,Italian American Experience,HD
WL2359,WL,2359,Russian Culture,HC
WL2360,WL,2360,Russian Culture,GPS
WL2361,WL,2361,Russian Culture,HD
WL2362,WL,2362,Life Stories from Spain,LAI
WL2363,WL,2363,Introduction to French Cinema,LAI
WL2364,WL,2364,Introduction to French Cinema,W
WL2365,WL,2365,Les Misérables,LAI
WL2366,WL,2366,Les Misérables,GPS
WL2367,WL,2367,Les Misérables,W
WL2368,WL,2368,French Women Writers,LAI
WL2369,WL,2369,French Women Writers,GPS
WL2370,WL,2370,French Women Writers,W
WL2371,WL,2371,The Harkis,HC
WL2372,WL,2372,The Harkis,HD
WL2373,WL,2373,North African Cinema,HC
WL2374,WL,2374,North African Cinema,GPS
WL2375,WL,2375,North African Cinema,HD
WL2376,WL,2376,North African Cinema,W
WL2377,WL,2377,Italian American Cinema,LAI
WL2378,WL,2378,Italian American Cinema,HD
WL2379,WL,2379,20th Cent Germ History & Film,LAI
WL2380,WL,2380,20th Cent Germ History & Film,W
WL2381,WL,2381,Queer Sexualities in France,LAI
WL2382,WL,2382,Queer Sexualities in France,HD
WL2383,WL,2383,Queer Sexualities in France,W
WL2384,WL,2384,Failure of Humanity in Rwanda,HC
WL2385,WL,2385,Failure of Humanity in Rwanda,HD
WL2386,WL,2386,Linguistics and Social Justice,SBS
WL2387,WL,2387,Linguistics and Social Justice,HD
WL2388,WL,2388,Identity in African Cinema,LAI
WL2389,WL,2389,Identity in African Cinema,GPS
WL2390,WL,2390,Identity in African Cinema,HD
WL2391,WL,2391,Identity in African Cinema,W
WL2392,WL,2392,Immigrant Spanish Cinema,LAI
WL2393,WL,2393,Immigrant Spanish Cinema,HD
WL2394,WL,2394,Immigrant Spanish Cinema,OC
WL2395,WL,2395,Postcolonial France,HC
WL2396,WL,2396,Postcolonial France,HD
WL2397,WL,2397,Latam Through Film,LAI
WL2398,WL,2398,Relocating Latino Cultures,LAI
WL2399,WL,2399,Relocating Latino Cultures,HD
WL2400,WL,2400,Relocating Latino Cultures,OC
WL2401,WL,2401,Short Story in Latin America,LAI
WL2402,WL,2402,Short Story in Latin America,OC
WL2403,WL,2403,Intro. to Psycholinguistics,SBS
WL2404,WL,2404,Intro. to Psycholinguistics,W
WL2405,WL,2405,Literature and Nation,LAI
WL2406,WL,2406,Havana as Revolution,GPS
WL2407,WL,2407,Pompeii: Life Interrupted,LAI
WL2408,WL,2408,Modern German Culture,HC
WL2409,WL,2409,GrecoRoman World in Lit & Film,LAI
WL2410,WL,2410,Texas-Mexico Borderlands,LAI
WL2411,WL,2411,Texas-Mexico Borderlands,HD
WL2412,WL,2412,Texas-Mexico Borderlands,OC
WL2413,WL,2413,Latin American Women Writers,LAI
WL2414,WL,2414,Mary in Christian Tradition,LAI
WL2415,WL,2415,Japanese Culture Through Film,LAI
WL2416,WL,2416,Intro to Russian Cinema,CA
WL2417,WL,2417,Intro to Russian Cinema,CAA
WL2418,WL,2418,Intro to Russian Cinema,HD
WL2419,WL,2419,Intro to Russian Cinema,OC
WL2420,WL,2420,Italian Cinema,CA
WL2421,WL,2421,Italian Cinema,CAA
WL2422,WL,2422,Italian Cinema,OC
WL2423,WL,2423,Dante's Poetic Vision,LAI
WL2424,WL,2424,Boccaccio's Decameron,LAI
WL2425,WL,2425,Literature and Leadership,LAI
WL2426,WL,2426,Literature and Leadership,CIE
WL2427,WL,2427,Literature and Leadership,OC
WRTR2428,WRTR,2428,Introduction Academic Writing,AW
WRTR2429,WRTR,2429,Writing and Critical Reasoning,CR
WRTR2430,WRTR,2430,HSP Academic Writing,AW
WRTR2431,WRTR,2431,HSP Critical Reasoning,CR
WRTR2432,WRTR,2432,UHPHonors Humanities Seminar I,AW
WRTR2306,WRTR,2306,Honors Humanities Seminar II,CR
ZAPPOVACT111,ZAPPOVACT,111,Alternative Breaks,CE
ZAPPOVACT212,ZAPPOVACT,212,Engaged Dallas,CE
ZAPPOVACT212,ZAPPOVACT,212,Engaged Dallas,CIE
ZAPPOVACT113,ZAPPOVACT,113,Engaged Dallas- Student Directir and Area Coordinator Peer Leader Role,OC
ZAPPOVACT114,ZAPPOVACT,114,Mustang Heroes,CE
ZAPPOVACT215,ZAPPOVACT,215,Mustang PEP Talks,CIE
ZAPPOVACT215,ZAPPOVACT,215,Mustang PEP Talks,OC
ZAPPOVACT216,ZAPPOVACT,216,Peer Academic Leaders (PAL),CE
ZAPPOVACT216,ZAPPOVACT,216,Peer Academic Leaders (PAL),OC
ZAPPOVACT117,ZAPPOVACT,117,Student Wellness Program,CE
ZAPPOVACT118,ZAPPOVACT,118,Vice President for Student Affairs Advisory Board,CIE
ZAPPOVACT119,ZAPPOVACT,119,Volunteer Income Tax Assistance (VITA),CE
ZAPPOVACT120,ZAPPOVACT,120,Board Fellows Program,CE
ZAPPOVACT121,ZAPPOVACT,121,Spiritual Life Mentors,CE
